"","x1","x2","x3","x4","x5","x6","x7","x8","y1"
"4633",59,52,111,28,102,33,22,63,15.71
"4634",69,44,99,27,127,20,30,72,13.52
"4635",71,41,78,25,115,22,31,72,13.5
"4636",76,45,91,17,86,43,37,66,13.47
"4637",71,44,76,31,116,33,38,80,14.15
"4638",64,49,75,26,127,20,37,62,14.57
"4639",64,68,69,34,114,21,42,58,12.44
"4640",75,70,59,36,125,17,30,73,13.2
"4641",76,53,79,32,108,24,19,78,13.56
"4642",62,49,91,29,91,34,46,67,16.16
"4643",80,39,103,31,108,35,31,77,14.31
"4644",68,30,93,17,108,42,33,70,14.32
"4645",52,44,90,21,117,44,41,58,14.72
"4646",60,62,83,21,110,40,40,50,16.64
"4647",63,58,87,22,106,38,37,60,13.59
"4648",61,54,92,26,103,23,39,71,13.82
"4649",76,52,71,28,115,22,26,93,13.33
"4650",95,31,51,27,108,30,27,83,13.73
"4651",87,54,83,21,130,19,25,83,14.31
"4652",85,46,88,20,102,22,31,83,13.82
"4653",78,31,83,33,116,24,35,80,13.47
"4654",68,26,105,21,114,32,45,70,13.88
"4655",33,28,62,16,58,18,32,29,13.4
"4656",11,15,28,10,32,16,13,18,9.46
"4657",41,29,53,28,82,43,23,49,5.21
"4658",67,22,65,17,101,37,20,77,11.77
"4659",77,24,58,10,116,31,31,74,13.23
"4660",73,38,58,15,102,32,19,70,12.88
"4661",66,32,73,11,118,38,26,68,13.29
"4662",72,36,65,3,114,32,23,70,12.88
"4663",65,20,89,11,93,45,25,58,12.61
"4664",58,32,67,9,109,27,26,68,12.75
"4665",75,38,67,11,127,28,35,65,11.93
"4666",50,26,72,10,125,41,25,58,13.58
"4667",72,27,53,10,109,62,24,69,13.28
"4668",64,35,59,12,102,42,21,66,14.48
"4669",55,37,73,12,97,34,33,58,12.96
"4670",72,26,72,9,103,27,22,67,12.37
"4671",59,33,72,12,120,33,19,64,13.92
"4672",59,36,61,13,123,37,19,56,13.66
"4673",64,27,68,13,113,44,17,63,12.36
"4674",62,29,70,20,116,26,23,57,13.84
"4675",56,34,86,26,101,33,18,58,12.26
"4676",65,31,82,16,95,24,25,70,12.9
"4677",69,30,68,20,88,29,30,58,14.68
"4678",61,29,80,15,106,23,30,75,11.97
"4679",80,19,54,13,96,32,26,82,12.85
"4680",89,15,44,19,111,40,22,76,12.93
"4681",68,36,63,19,108,50,25,72,14.19
"4682",69,18,63,12,95,37,18,75,14.63
"4683",74,14,71,10,119,32,15,72,12.92
"4684",73,36,65,8,104,45,22,67,13.02
"4685",42,27,44,13,77,40,21,41,13.9
"4686",5,9,9,3,10,5,11,9,9.87
"4687",30,34,41,13,36,15,18,36,2.28
"4688",48,23,53,27,52,29,17,55,9.49
"4689",46,18,61,21,54,25,10,42,9.55
"4690",39,15,67,30,46,17,9,36,8.61
"4691",39,27,61,25,71,12,14,45,7.79
"4692",44,18,59,16,76,16,28,38,8.61
"4693",38,25,52,29,72,15,15,39,8.4
"4694",34,43,60,29,73,9,6,29,8.32
"4695",32,36,46,28,74,27,22,42,7.48
"4696",47,23,52,21,65,30,14,45,9.78
"4697",48,22,43,17,77,22,33,46,9.54
"4698",44,33,55,23,62,17,24,44,9.24
"4699",43,21,68,20,56,16,21,41,8.92
"4700",36,22,59,13,70,9,23,40,8.23
"4701",53,25,55,20,71,5,8,53,7.61
"4702",43,22,61,21,64,10,15,46,8.06
"4703",43,35,44,22,57,8,19,37,8.17
"4704",47,38,56,21,55,12,13,48,7.5
"4705",50,23,55,22,74,15,11,50,8.69
"4706",48,30,48,27,66,22,19,42,8.93
"4707",40,29,53,24,62,19,16,47,9.49
"4708",42,26,59,16,55,22,11,48,10.67
"4709",49,20,37,21,72,22,15,47,11.23
"4710",48,18,46,20,64,19,9,48,9.45
"4711",57,13,48,21,67,26,15,51,8.43
"4712",47,34,51,12,62,26,16,49,9.76
"4713",43,23,59,15,61,18,17,41,9.74
"4714",45,26,59,24,48,23,23,49,8.59
"4715",43,28,66,23,60,21,17,35,9.28
"4716",1,7,14,2,20,6,7,3,8.3
"4717",21,29,47,10,73,45,23,33,2.36
"4718",67,29,66,11,116,64,34,72,11.17
"4719",92,28,70,13,121,42,19,101,16.08
"4720",95,24,61,9,128,26,23,89,16.07
"4721",83,42,78,17,135,33,22,77,14.07
"4722",75,37,69,12,123,35,34,77,14.57
"4723",83,26,79,7,128,25,29,88,14.31
"4724",74,35,73,13,146,33,34,79,14.33
"4725",85,49,66,13,118,37,34,82,14.66
"4726",84,29,67,18,116,39,20,73,17.3
"4727",67,36,82,21,121,47,28,72,14.46
"4728",74,33,80,20,108,31,39,75,14.66
"4729",73,30,69,15,136,42,27,73,13.88
"4730",76,20,59,8,140,49,40,75,15.15
"4731",71,38,61,12,138,53,40,75,15.61
"4732",80,34,66,11,142,47,26,76,15.97
"4733",67,42,72,9,129,39,29,64,15.28
"4734",69,38,94,2,129,47,25,69,14.55
"4735",69,40,71,16,129,32,40,72,14.66
"4736",70,34,75,10,130,40,37,67,14.07
"4737",62,45,83,10,130,39,29,66,14.93
"4738",65,48,60,13,124,42,25,66,14.12
"4739",70,25,71,18,120,35,33,73,16.37
"4740",75,17,95,11,130,21,21,77,17.03
"4741",76,16,80,12,134,28,18,68,12.47
"4742",69,27,87,13,124,42,42,73,13.3
"4743",68,33,70,14,154,40,27,66,14.09
"4744",66,38,71,16,127,36,30,66,14.76
"4745",72,34,69,12,130,30,27,75,13.55
"4746",20,10,13,6,33,6,9,20,13.64
"4747",10,8,17,6,19,8,17,14,2.88
"4748",22,5,23,9,35,20,23,19,3.16
"4749",28,7,30,6,42,14,13,31,5.55
"4750",33,12,21,13,40,15,10,36,5.57
"4751",33,14,14,4,49,12,7,36,5.86
"4752",31,21,20,6,52,5,9,28,5.55
"4753",31,6,29,9,54,2,17,29,5.09
"4754",27,6,29,4,62,3,15,26,4.87
"4755",24,10,21,9,57,17,20,22,5.12
"4756",21,11,28,8,50,22,10,22,5.7
"4757",27,9,18,4,49,18,10,30,5.61
"4758",30,8,33,4,53,8,10,29,5.87
"4759",25,4,28,7,41,17,16,23,5.64
"4760",27,13,28,6,38,10,22,30,5.48
"4761",27,16,16,3,53,10,10,26,5.4
"4762",31,15,22,10,35,10,6,40,5.37
"4763",38,17,22,10,33,9,7,33,5.48
"4764",36,17,22,10,33,9,8,31,5.65
"4765",32,7,21,9,42,7,14,34,7.55
"4766",28,10,29,7,47,20,16,26,5.37
"4767",28,10,33,7,41,17,8,26,6.05
"4768",20,5,17,3,42,26,14,22,5.45
"4769",29,7,31,0,51,19,12,27,5.88
"4770",21,14,22,2,71,14,9,24,6.68
"4771",25,19,26,4,54,13,2,23,6.26
"4772",25,14,23,7,47,13,12,26,5.33
"4773",28,12,16,4,63,7,17,30,5.48
"4774",26,8,19,7,53,12,16,26,5.51
"4775",33,11,28,3,36,10,12,37,5.35
"4776",14,4,17,2,18,3,8,12,5.6
"4777",15,18,17,13,23,13,14,23,2.18
"4778",37,22,60,22,70,29,21,41,5.2
"4779",47,22,71,26,112,30,15,47,11.12
"4780",39,23,82,20,103,31,22,41,11.2
"4781",42,30,82,20,107,29,12,43,10.69
"4782",32,27,86,18,121,23,9,33,11.04
"4783",40,15,77,17,102,35,20,34,9.69
"4784",31,12,84,16,117,40,17,28,10.56
"4785",28,32,82,12,116,35,14,29,10.37
"4786",30,25,74,15,132,29,18,27,10.1
"4787",25,24,80,16,122,31,16,32,10.41
"4788",28,22,80,23,123,23,14,27,10.35
"4789",34,29,72,14,125,19,12,31,9.27
"4790",36,41,83,23,133,13,19,33,9.65
"4791",37,22,79,20,96,19,18,42,11.76
"4792",33,23,108,19,96,24,14,29,9.26
"4793",27,23,88,14,110,32,12,28,9.62
"4794",31,31,85,17,125,26,12,33,9.89
"4795",26,37,70,23,124,38,16,26,10.57
"4796",31,36,60,18,115,48,14,30,10.97
"4797",23,28,84,27,113,42,17,24,11.5
"4798",32,15,75,38,110,30,16,33,10.99
"4799",40,25,83,23,113,17,24,39,10.32
"4800",28,23,92,26,100,27,15,31,9.81
"4801",43,27,80,26,103,32,17,40,11.27
"4802",32,31,53,26,117,53,19,35,12.54
"4803",40,24,60,13,108,35,18,39,12.26
"4804",43,19,81,15,97,28,13,43,11.2
"4805",35,21,92,11,100,34,4,35,9.86
"4806",27,22,55,7,71,27,13,20,10.34
"4807",8,14,10,7,10,8,7,13,6.88
"4808",26,20,39,16,45,17,20,32,2.68
"4809",39,20,49,24,63,22,13,40,7
"4810",48,17,38,24,76,21,15,46,10.35
"4811",43,16,51,9,66,14,17,49,11.46
"4812",45,19,53,5,73,14,16,44,7.96
"4813",47,24,47,8,79,11,11,43,8.14
"4814",41,13,49,10,78,7,17,45,8.04
"4815",43,18,47,20,74,18,14,41,7.54
"4816",45,21,49,18,91,14,14,44,8.66
"4817",44,23,43,20,73,28,8,39,9.14
"4818",29,34,56,21,78,15,14,31,8.77
"4819",38,22,46,23,52,25,11,39,7.73
"4820",40,17,60,18,75,15,26,38,8.47
"4821",41,12,58,12,64,13,21,49,8.22
"4822",48,19,53,11,67,12,19,44,7.85
"4823",49,18,37,13,85,14,12,50,7.87
"4824",53,25,33,17,71,31,19,52,9.05
"4825",40,28,31,13,83,17,21,41,10.07
"4826",34,25,60,5,85,14,20,30,8.39
"4827",36,21,64,12,71,24,13,34,7.37
"4828",35,22,48,17,56,20,13,43,8.74
"4829",45,19,49,10,59,29,25,44,8.1
"4830",39,13,37,14,62,31,27,36,9.23
"4831",39,28,48,9,71,29,19,41,11.05
"4832",44,13,38,21,71,22,16,46,10.07
"4833",47,13,44,13,66,32,13,44,10.02
"4834",44,12,67,6,65,36,12,48,9.61
"4835",42,22,59,6,64,22,8,36,10.15
"4836",34,16,51,7,64,22,18,32,8.07
"4837",6,7,6,3,6,7,6,9,7.14
"4838",30,26,41,10,53,24,19,33,2.31
"4839",44,28,61,15,90,30,20,58,7.97
"4840",82,21,40,7,87,26,22,73,11.38
"4841",63,18,30,7,88,26,20,77,13.22
"4842",84,15,40,6,88,15,23,76,10.95
"4843",71,21,49,5,77,23,21,69,10.86
"4844",63,34,42,7,84,24,40,67,10.88
"4845",59,45,55,2,92,27,24,61,11.46
"4846",77,25,40,7,88,30,22,75,11.51
"4847",70,23,46,8,103,21,24,66,12.53
"4848",69,19,47,10,90,21,17,69,10.82
"4849",68,30,40,6,92,40,18,66,12.54
"4850",71,16,36,4,83,41,29,77,12.87
"4851",67,17,54,1,88,29,30,60,12.1
"4852",62,11,46,7,91,45,16,66,11.5
"4853",60,25,58,8,76,51,22,59,12.26
"4854",66,20,39,14,74,30,28,68,13.26
"4855",60,30,45,9,95,27,29,58,11.2
"4856",63,18,47,13,91,28,24,63,11.3
"4857",61,30,44,8,97,26,21,64,11.25
"4858",75,25,63,7,68,15,20,71,11.42
"4859",75,17,61,8,77,20,18,80,10.74
"4860",71,23,39,11,97,23,19,69,11.29
"4861",67,23,51,5,91,17,28,72,11.12
"4862",64,25,53,4,90,21,33,62,10.75
"4863",64,22,44,5,89,33,17,57,11.36
"4864",55,32,43,7,83,48,16,52,15.1
"4865",65,25,42,7,75,33,20,73,12.21
"4866",72,14,57,5,89,19,23,73,11.56
"4867",10,9,9,0,15,2,5,17,11.39
"4868",12,14,22,10,28,5,12,16,1.65
"4869",31,14,38,19,40,10,25,29,3.41
"4870",31,8,36,16,35,7,21,35,5.84
"4871",39,11,25,10,38,9,13,47,6.23
"4872",46,32,24,10,40,5,18,43,6.41
"4873",37,32,21,19,46,13,13,31,6.69
"4874",33,20,25,15,38,15,19,34,6.23
"4875",42,10,26,12,34,4,28,45,6.42
"4876",44,11,29,15,34,5,6,44,5.97
"4877",42,14,34,17,30,3,10,45,6.32
"4878",42,11,46,13,40,15,11,40,5.81
"4879",43,18,32,5,35,17,19,42,6.94
"4880",32,19,38,7,32,17,24,28,6.95
"4881",25,22,37,8,50,11,24,22,6.3
"4882",24,17,44,11,37,5,32,30,5.67
"4883",32,21,42,12,52,6,16,29,5.63
"4884",36,34,28,14,42,13,10,39,5.81
"4885",45,21,19,16,47,18,16,43,6.77
"4886",44,19,26,8,52,12,14,45,7.72
"4887",40,17,32,10,45,15,13,36,9.08
"4888",27,28,29,17,34,12,18,37,6.63
"4889",33,19,35,14,39,13,10,29,6.49
"4890",29,12,39,12,39,21,15,28,5.9
"4891",29,16,31,18,43,8,19,27,6.49
"4892",29,21,39,16,52,6,15,33,5.77
"4893",36,9,29,17,46,11,11,38,6.23
"4894",39,11,39,10,45,6,10,37,6.32
"4895",44,5,33,5,37,9,15,42,6.95
"4896",45,11,31,5,42,9,8,47,5.95
"4897",19,6,15,4,17,3,8,17,6.37
"4898",18,21,30,8,24,10,16,28,2.58
"4899",44,38,62,6,59,17,18,51,5.21
"4900",63,27,74,10,68,17,29,59,9.11
"4901",62,30,65,8,73,29,19,60,10.33
"4902",63,19,65,16,61,27,19,69,12.33
"4903",64,22,68,27,64,21,14,60,10.89
"4904",54,24,64,19,85,23,13,58,10.59
"4905",58,35,52,26,82,15,27,51,10.19
"4906",52,28,68,27,76,36,18,51,10.07
"4907",51,37,68,20,60,30,17,55,11.92
"4908",62,46,59,19,71,25,17,58,12.51
"4909",56,35,78,13,77,13,12,59,11.71
"4910",61,34,76,14,82,12,18,63,9.83
"4911",58,30,61,19,78,18,22,54,10.35
"4912",52,33,90,20,72,24,14,52,10.06
"4913",45,31,82,14,71,22,14,44,10.65
"4914",54,38,69,21,68,20,19,56,9.7
"4915",55,29,59,13,74,33,25,55,10.17
"4916",52,31,69,13,82,24,14,60,11.2
"4917",67,16,61,20,78,23,9,60,10.91
"4918",50,32,67,22,74,16,21,51,10.15
"4919",59,48,54,16,84,17,26,56,9.83
"4920",58,28,51,20,57,27,24,61,10.88
"4921",55,30,60,27,62,21,19,53,10.46
"4922",53,23,60,21,80,37,23,54,12.42
"4923",52,25,62,24,66,35,23,58,11.12
"4924",59,27,67,16,66,31,20,60,11.54
"4925",65,30,59,24,83,31,11,66,11.71
"4926",58,46,62,9,75,23,12,57,14.5
"4927",30,16,36,6,49,13,13,26,10.32
"4928",5,15,20,6,20,16,8,9,5.5
"4929",25,33,31,18,61,34,19,33,3.59
"4930",47,33,63,18,70,26,15,44,8.81
"4931",40,17,55,21,107,16,12,41,9.86
"4932",41,17,56,17,111,21,26,45,9.27
"4933",45,23,51,21,90,15,22,37,10.48
"4934",32,19,65,10,81,29,34,37,8.77
"4935",41,26,55,6,80,42,22,41,9.54
"4936",30,22,55,8,81,31,33,29,10.27
"4937",40,27,55,9,89,24,35,40,9.06
"4938",39,31,48,11,97,26,27,41,9.33
"4939",39,45,33,10,104,26,10,40,11.82
"4940",47,46,34,17,108,21,15,44,10.02
"4941",41,29,77,13,76,10,23,37,10.02
"4942",35,30,77,8,107,13,21,41,8.21
"4943",36,26,81,7,102,20,14,40,8.94
"4944",40,27,62,7,100,18,17,43,9.52
"4945",54,25,50,11,105,32,8,39,9.05
"4946",35,18,58,15,99,31,17,41,10.27
"4947",34,19,56,17,75,33,36,38,10.05
"4948",34,31,52,16,99,29,26,31,9.93
"4949",39,15,53,17,90,31,18,44,9.63
"4950",45,17,51,8,93,28,17,44,9.86
"4951",44,28,46,18,89,23,22,35,9.78
"4952",32,23,63,12,92,22,26,39,9.27
"4953",43,27,53,14,100,14,26,42,9.35
"4954",42,29,48,12,71,30,19,37,9.09
"4955",37,37,49,20,77,31,29,38,9.32
"4956",38,28,57,16,94,28,26,42,10.39
"4957",28,15,36,10,76,26,14,32,14.59
"4958",8,13,25,2,17,3,11,14,7.4
"4959",32,29,67,17,79,31,21,35,3.24
"4960",38,28,77,19,122,56,31,45,10.06
"4961",61,16,82,15,136,46,30,57,13.84
"4962",61,22,57,9,124,33,33,61,14.51
"4963",47,30,66,14,133,32,47,50,14.5
"4964",50,35,91,9,124,31,28,52,12.19
"4965",60,41,59,21,123,32,26,58,12.89
"4966",62,46,52,17,127,41,19,60,13.29
"4967",56,30,78,22,137,28,30,66,13.87
"4968",65,35,75,16,107,37,28,56,13.47
"4969",59,32,54,9,101,51,30,69,12.97
"4970",62,50,59,10,94,42,33,50,14.07
"4971",46,40,78,11,118,29,34,55,12.65
"4972",65,33,76,11,112,28,32,60,14.89
"4973",54,25,84,16,105,31,35,58,12.32
"4974",62,36,75,9,121,33,22,63,12.55
"4975",57,43,62,17,145,29,28,54,13.49
"4976",61,43,48,20,128,31,20,58,12.98
"4977",62,34,70,18,116,42,29,62,12.7
"4978",60,31,71,24,111,41,17,67,14.09
"4979",67,35,67,20,112,43,23,55,13.73
"4980",39,33,98,22,100,48,35,42,13.63
"4981",42,38,70,9,117,37,35,42,13.41
"4982",44,34,67,17,121,40,27,45,12.24
"4983",45,36,81,17,114,44,41,48,13.27
"4984",53,32,84,20,91,32,33,56,12.51
"4985",53,47,63,12,138,36,25,46,12.5
"4986",55,40,72,9,131,36,26,53,12.33
"4987",49,31,75,18,116,36,26,52,14.24
"4988",4,5,9,2,12,5,8,12,14.82
"4989",33,23,53,7,57,17,22,39,1.58
"4990",53,40,61,13,85,35,37,56,8.25
"4991",63,23,61,4,114,33,25,57,12.09
"4992",62,29,63,15,100,28,27,70,12.47
"4993",67,34,74,16,100,26,19,61,12.16
"4994",61,32,85,17,113,29,22,62,13.77
"4995",61,37,94,14,109,11,22,59,12.1
"4996",47,53,62,15,136,19,26,49,10.35
"4997",53,52,65,20,114,27,33,50,11.54
"4998",56,52,86,20,103,17,21,59,11.83
"4999",53,25,76,16,92,26,30,52,11.39
"5000",52,34,70,14,100,28,32,55,10.58
"5001",63,24,70,15,103,36,17,64,13.72
"5002",63,23,51,13,114,35,28,66,12.42
"5003",62,31,84,16,115,23,31,58,12.82
"5004",61,18,84,16,83,29,24,59,11.67
"5005",55,33,76,21,114,34,26,55,11.8
"5006",66,50,65,11,95,33,16,66,12.9
"5007",54,44,75,7,103,26,25,54,12.63
"5008",58,44,64,9,114,26,26,61,11.57
"5009",61,43,58,21,112,27,22,58,12.11
"5010",57,34,62,19,127,19,31,59,12.31
"5011",71,30,68,10,126,30,17,71,11.47
"5012",65,26,52,15,93,39,34,65,12.83
"5013",52,29,71,11,106,44,28,49,14.98
"5014",48,42,64,17,88,42,46,52,12.74
"5015",52,40,73,16,105,15,36,52,12.89
"5016",56,43,96,10,97,18,18,53,10.47
"5017",59,33,98,16,96,35,19,57,10.51
"5018",13,16,26,9,31,11,11,21,12.29
"5019",28,22,29,6,43,16,42,40,4.06
"5020",61,44,92,14,92,17,39,74,7.42
"5021",73,37,75,25,112,21,31,68,12.19
"5022",72,36,70,26,136,23,35,72,12.79
"5023",81,28,68,26,140,23,29,68,13.26
"5024",55,45,92,23,135,28,19,63,15.3
"5025",61,41,94,27,133,25,29,50,15.01
"5026",53,41,91,27,136,44,37,63,13.08
"5027",55,40,77,30,112,49,40,51,14.73
"5028",54,51,93,22,135,34,31,56,14.46
"5029",63,43,98,27,107,34,28,63,13.67
"5030",74,28,84,30,118,36,26,74,14.25
"5031",63,52,74,32,122,26,33,63,14.2
"5032",68,31,70,25,140,25,30,67,13.43
"5033",58,37,64,30,156,28,36,60,13.28
"5034",68,27,75,24,146,26,30,65,13.22
"5035",68,38,71,20,119,29,23,73,13.48
"5036",70,44,93,17,113,38,34,64,13.69
"5037",50,37,73,20,120,39,45,51,13.81
"5038",62,34,74,21,103,47,41,60,15.88
"5039",63,41,101,19,111,43,33,66,14.45
"5040",55,41,93,19,117,56,29,57,14.41
"5041",80,29,81,24,88,44,20,83,14.76
"5042",67,37,93,17,101,41,27,72,14.68
"5043",76,21,84,21,118,28,29,70,14.07
"5044",75,29,79,20,120,26,20,75,13.8
"5045",63,46,80,17,136,31,23,62,12.96
"5046",59,54,85,17,121,38,26,64,14.25
"5047",68,27,90,18,116,36,30,63,13.58
"5048",38,18,59,17,67,25,19,32,13.81
"5049",9,10,12,15,16,9,11,18,7.87
"5050",38,17,41,21,47,26,18,38,3.86
"5051",45,10,49,25,55,25,12,44,9.56
"5052",48,15,41,12,70,24,16,48,10.41
"5053",37,18,51,10,86,21,14,42,9.05
"5054",42,29,35,4,91,31,11,43,8.6
"5055",37,30,41,4,91,16,17,38,10.53
"5056",36,30,56,4,95,17,17,36,8.2
"5057",45,19,63,12,71,17,22,40,8.75
"5058",46,15,50,12,61,16,18,54,8.35
"5059",46,15,45,14,73,25,11,40,8.5
"5060",46,25,37,18,77,23,13,45,8.97
"5061",45,26,57,7,74,24,18,47,9.25
"5062",46,20,39,9,56,31,19,47,9.63
"5063",49,13,25,14,81,29,19,48,9.39
"5064",56,18,20,18,75,21,11,56,9.75
"5065",47,9,35,15,85,17,11,49,9.17
"5066",42,19,40,11,74,18,20,41,8.31
"5067",48,14,40,8,80,21,14,45,8.16
"5068",44,18,49,11,83,19,21,45,8.75
"5069",41,14,58,12,81,20,12,36,8.69
"5070",36,22,54,4,86,22,12,39,10.14
"5071",43,13,48,6,94,21,13,43,8.35
"5072",47,9,46,6,89,9,19,50,8.74
"5073",44,21,42,4,83,23,12,43,7.84
"5074",46,14,54,4,81,25,17,46,9.24
"5075",48,8,42,11,54,26,20,50,8.9
"5076",55,16,32,16,49,29,21,62,9.05
"5077",59,22,32,17,56,17,12,56,10.01
"5078",43,18,19,15,57,17,7,36,8.53
"5079",4,8,7,7,12,6,12,11,6.56
"5080",18,23,46,11,47,13,15,19,2.43
"5081",34,21,61,13,77,13,18,32,6.28
"5082",38,38,50,11,54,20,13,42,8.58
"5083",39,33,63,18,59,11,14,38,8.12
"5084",35,32,60,23,46,7,16,39,7.67
"5085",34,39,65,16,39,6,23,29,7.28
"5086",28,23,58,13,57,12,24,31,7.55
"5087",37,22,54,22,50,11,16,33,7.25
"5088",36,30,39,40,63,12,13,40,6.93
"5089",37,28,50,36,54,15,15,34,10.27
"5090",29,33,57,23,58,12,18,35,7.63
"5091",44,29,59,18,68,12,15,36,7.41
"5092",31,30,61,3,66,12,17,40,8.29
"5093",36,41,54,5,59,13,21,31,7.77
"5094",34,43,51,14,44,20,14,35,7.39
"5095",35,39,47,24,49,14,17,32,7.75
"5096",39,37,42,30,44,16,22,40,7.9
"5097",35,35,57,13,53,7,25,34,8.08
"5098",28,30,43,25,68,14,14,29,6.98
"5099",39,42,43,16,50,23,11,41,7.54
"5100",34,29,61,19,50,13,15,35,8.31
"5101",37,25,47,23,50,11,19,29,7.56
"5102",31,28,61,25,44,11,23,35,7.17
"5103",29,37,61,34,54,18,13,29,7.1
"5104",26,27,60,25,55,17,33,26,7.81
"5105",33,32,58,16,80,21,16,32,7.99
"5106",24,40,40,25,59,19,16,28,8.38
"5107",28,30,55,22,65,4,23,26,7.67
"5108",35,31,57,20,58,10,19,31,8.69
"5109",3,9,19,0,2,7,8,10,7
"5110",24,21,45,10,50,31,18,30,2.31
"5111",60,16,65,20,86,37,11,68,8.67
"5112",68,18,57,16,98,34,9,66,13.27
"5113",77,18,45,9,126,25,16,77,14.02
"5114",81,16,44,18,127,31,13,77,12.63
"5115",68,20,60,12,117,37,15,68,12.92
"5116",46,13,75,17,137,32,21,45,13.88
"5117",45,15,74,12,99,51,29,39,12.69
"5118",41,21,65,11,112,45,26,46,12.1
"5119",39,16,70,19,100,55,23,42,12.85
"5120",52,16,59,22,106,51,16,56,12.36
"5121",61,26,44,16,120,26,17,65,13.1
"5122",83,21,53,7,116,33,21,79,12.36
"5123",62,20,62,13,91,30,13,63,13.42
"5124",63,15,62,16,106,40,12,58,13.82
"5125",63,13,71,6,116,47,11,66,12.59
"5126",70,17,55,13,121,53,11,65,13.76
"5127",60,15,78,12,119,45,12,60,14.59
"5128",54,22,74,15,118,29,21,53,12.97
"5129",51,23,77,13,132,13,18,59,11.42
"5130",69,21,54,17,134,25,13,60,10.66
"5131",60,28,75,11,123,26,16,63,12
"5132",52,29,62,9,116,35,13,57,12.15
"5133",61,28,59,8,112,44,19,54,12.21
"5134",51,21,62,13,106,48,19,49,12.81
"5135",45,18,85,13,115,52,15,48,12.69
"5136",49,16,58,15,110,46,13,51,13.03
"5137",54,32,61,13,106,54,18,54,14.76
"5138",68,15,71,15,104,41,16,64,13.77
"5139",8,8,23,7,25,8,4,25,12.82
"5140",15,13,22,5,39,15,12,23,3.24
"5141",41,9,54,6,71,34,14,40,5.15
"5142",42,5,46,6,97,35,10,43,9.61
"5143",52,9,41,11,102,27,15,58,10.73
"5144",48,17,34,7,97,34,15,39,12.16
"5145",39,22,49,14,90,24,13,44,9.93
"5146",40,15,50,19,91,37,9,38,9.78
"5147",37,17,51,19,85,22,16,35,11.28
"5148",38,19,65,18,96,14,13,36,8.64
"5149",42,23,53,18,81,18,17,49,8.46
"5150",45,18,57,15,86,33,13,48,9.27
"5151",42,12,58,16,79,22,13,48,10.79
"5152",56,12,52,18,86,25,8,46,9.41
"5153",46,10,32,12,90,24,11,52,12.04
"5154",63,15,55,8,77,32,10,61,9.77
"5155",52,24,62,14,80,14,12,48,10.72
"5156",43,13,52,23,90,9,18,44,8.7
"5157",41,16,52,21,89,18,15,43,8.73
"5158",44,18,41,17,96,28,8,47,8.95
"5159",47,20,58,12,79,32,13,45,9.62
"5160",50,13,38,11,76,35,13,49,10.08
"5161",42,7,52,9,89,30,11,45,9.92
"5162",50,18,34,3,87,21,16,50,9.44
"5163",42,17,62,6,91,24,14,44,9.15
"5164",46,20,61,5,85,22,13,47,9.44
"5165",55,14,53,9,96,22,14,47,9.24
"5166",47,11,64,6,96,20,11,49,9.31
"5167",42,22,60,8,83,29,11,45,9.11
"5168",41,20,43,5,94,42,10,36,11.86
"5169",16,10,26,5,32,23,7,21,9.96
"5170",8,16,18,10,14,16,22,13,4.95
"5171",27,32,58,13,53,23,26,27,4.72
"5172",36,35,67,18,65,30,19,39,7.7
"5173",43,29,42,15,69,16,18,48,9.71
"5174",59,21,44,8,83,15,14,63,9.17
"5175",56,27,49,6,62,30,16,55,11.19
"5176",57,24,49,17,58,18,24,51,10.55
"5177",53,24,60,16,81,16,25,55,9.58
"5178",46,20,63,13,61,18,26,49,11.25
"5179",45,25,71,16,67,20,12,44,9.3
"5180",57,20,45,17,82,21,20,57,9.36
"5181",50,32,52,12,82,12,21,46,10.27
"5182",44,42,48,11,84,14,25,43,8.94
"5183",41,43,54,15,80,7,23,42,9.16
"5184",49,43,55,15,58,22,25,43,10.33
"5185",37,34,68,18,73,12,23,43,9.56
"5186",47,26,52,14,77,17,22,44,8.75
"5187",43,24,48,10,77,23,21,45,9.27
"5188",46,32,56,6,70,23,16,48,9.12
"5189",41,23,45,15,73,21,29,43,9.65
"5190",50,31,52,15,67,32,19,42,9.05
"5191",38,30,57,24,67,27,21,39,10.26
"5192",42,22,74,24,51,13,18,46,9.61
"5193",48,36,58,8,52,19,23,50,8.11
"5194",52,18,45,11,70,20,31,52,9.63
"5195",57,20,45,10,68,27,26,55,9.01
"5196",56,27,51,11,63,25,16,54,10.56
"5197",54,30,59,13,66,15,18,56,9.62
"5198",44,44,43,15,62,21,14,52,11.62
"5199",38,24,35,10,49,16,16,27,9.52
"5200",7,11,11,4,13,9,9,13,6.29
"5201",29,24,37,16,45,28,22,33,3.06
"5202",52,32,44,17,71,24,11,66,8.52
"5203",57,23,40,18,79,25,10,50,10.06
"5204",58,18,54,10,85,16,16,57,10.13
"5205",45,16,59,11,90,21,22,41,9.73
"5206",47,12,71,11,85,30,20,43,11.56
"5207",43,18,49,11,86,32,18,50,10.54
"5208",53,20,48,19,66,20,17,50,11.03
"5209",49,15,49,29,76,22,13,49,9.53
"5210",47,36,46,17,76,18,22,42,9.97
"5211",45,38,56,17,85,19,15,46,9.15
"5212",49,24,63,9,89,15,11,57,9.96
"5213",48,22,66,8,93,17,7,49,9.54
"5214",49,20,44,11,85,28,26,43,11.55
